"X8.28602926400175e.08","X0.100713100280033","X0.000140981185341378","X0.0644704840274762","X1.13579593376919e.19","X0.226154017855508","X6.89508501257452e.08","X0.0356695305765115","X0.000156146874978614","X9.39231843926144e.08","X5.97115012454273e.09","X0.248909773693595","X1.65140688810191e.08","X6.86018705927442e.08","X0.0165372000672854","X1.1227138116939e.08","X7.07776855820989e.08","X0.026933918316582","X3.19231784602102e.08","X0.280314396373269"
6.92527021567254e-08,0.238737968926404,2.52718670012423e-08,3.02656659633116e-08,1.11636450807549e-09,0.0811797691548863,8.67771723144602e-08,3.12656395256709e-08,2.74519563495108e-08,2.47298036465355e-08,1.27743638128405e-08,0.215842527420845,4.47975567042402e-08,2.99481711642588e-08,2.5439940225928e-08,9.64667068450923e-18,1.22436443323626e-08,0.0363259566520454,3.49800579297536e-08,0.427913321530914
4.51845246291129e-08,1.39954922513876e-20,0.0390185860590493,0.0598530656666704,7.82346349515987e-09,0.175199066122605,1.40991969994578e-07,0.0708774157853091,0.0461505703736688,0.0657633767395702,7.65530360097172e-09,0.264472133419992,1.75551375454097e-08,1.41527288219635e-07,0.0567561695520713,0.00970537031967299,1.01174646050301e-06,3.82195897804218e-06,0.00516015233579016,0.207038899182475
3.25143777540476e-08,0.915416090166936,2.01163249025454e-08,1.79740475010874e-08,1.8336185504003e-08,2.16537593845761e-07,3.32859442229683e-08,4.88567887138089e-08,1.37638102284157e-08,1.29727401538248e-08,1.05144303278111e-08,7.75705836229621e-08,2.11256160378692e-08,1.267045562255e-08,1.20690986246433e-08,1.98595749761532e-12,1.30644962015576e-08,1.76582670422072e-07,1.854454988509e-08,0.0845831533313643
3.41296989222236e-08,0.117988491491994,5.49293027420047e-08,7.10540278013985e-08,6.15891473098041e-09,0.406443089622261,7.63477397876752e-09,1.87377199622333e-07,2.57178400652858e-08,6.89750387552398e-09,3.08617018257481e-09,0.178275234210386,2.77145516780125e-11,5.43760064633954e-09,2.35721547892329e-08,1.02269513659521e-11,2.38770702542083e-08,0.0545077869378251,1.13285636855342e-08,0.242784936498771
6.88858981966545e-12,2.47565844984385e-10,5.31643964374325e-12,5.40552795832845e-12,5.31702333871323e-12,2.8819955367176e-12,7.15298526164707e-12,9.00121500953373e-12,2.78931806135377e-12,2.50446802349309e-12,1.70869651994569e-12,1.30837478539239e-11,5.63826665531954e-12,1.53548441655067e-12,2.68187417350844e-12,2.96252022319674e-17,2.50078088106656e-12,1.00000000170974,3.08637796350269e-12,3.35373022201117e-11
3.85420018975214e-08,1.14690283070755e-09,0.00737169966270692,0.122786692501235,2.19304450130717e-08,0.328870505925941,1.33561714717296e-08,0.0587416867347118,3.94363494806704e-08,3.49064267719845e-08,2.77616260383467e-09,0.234557877241766,8.30846104363104e-21,1.6619957714589e-08,0.00527622873732761,5.417049692536e-08,0.011527160520437,0.0380833572698128,2.67286957554538e-08,0.192784541792451
2.64173234517512e-08,2.81021639126763e-08,2.29242758483552e-07,0.0196920927602755,2.79503731634395e-08,0.460582604714169,7.98097209780318e-09,3.3787351793557e-07,2.72759146093996e-08,7.79834853034122e-09,3.64210330815736e-09,0.218863069650598,1.31978809782124e-15,3.87700065151339e-09,2.99603645716382e-08,2.3203876096961e-09,4.46491831418452e-08,0.111385313251232,1.12933921853766e-08,0.18947613123992
3.16287529406438e-08,7.80590489006099e-09,3.36144477915885e-08,4.35627517233996e-08,2.44722406074049e-08,0.554757863432966,1.24115482077088e-08,1.38859547824163e-07,2.60718860893599e-08,6.59237195623361e-09,4.29083055272452e-09,0.137581770256178,2.17123228505179e-11,4.7133572062125e-09,2.20483950851544e-08,8.45076514968818e-10,2.94273388206879e-08,0.135524036081836,1.70916487021766e-08,0.172135926771209
3.36416061651017e-08,5.50549018418886e-20,0.0117406738973802,0.116926222153367,2.06266689491421e-08,0.306055586931223,2.03643089363053e-08,0.0592974862415616,8.82006788851558e-08,4.653875109886e-08,2.88376509745259e-09,0.244645533132182,2.73673116855563e-09,2.57468067413416e-08,0.0118855688781252,5.07697317485371e-08,0.00744747056307857,0.0416856127987992,2.54279677887298e-08,0.200315528467267
3.206543451508e-08,6.84883851027137e-09,0.00172850961596019,0.0609729738137651,2.54999416957906e-08,0.416939760374045,8.96412628345212e-09,0.0289247948456444,2.4853970374394e-08,1.1029206929099e-08,4.52921827446427e-09,0.216326269122077,2.38379721180205e-20,6.91439248365893e-09,3.82747093657611e-08,5.29009252382849e-09,4.7933318065965e-08,0.0930685405617153,1.61821188359578e-08,0.182038923281425
6.0424458341522e-08,3.87152775412285e-19,0.0204088580517526,0.106821861510498,2.02790559504318e-08,0.273391217693717,4.04160636418903e-08,0.0642750088018622,1.23370648147792e-07,2.7361088831341e-07,6.72033160996387e-09,0.250390258091486,8.72548435567007e-09,5.82160487604987e-08,0.0287998660838002,1.26228868206768e-07,0.0126936542770762,0.0348058413327623,5.24501488358558e-08,0.20841266371505
